Date,Open,High,Low,Close,Volume
06/16/2025,"601.47","605.56","601.38","603.76","10,221,900"
06/13/2025,"601.46","604.77","598.39","599.79","7,231,414"
06/12/2025,"602.97","606.66","602.47","606.51","6,968,317"
06/11/2025,"607.14","608.00","602.23","604.31","20,207,029"
06/10/2025,"603.12","606.42","601.99","606.03","6,921,005"
06/09/2025,"602.63","604.16","601.41","602.57","3,883,615"
06/06/2025,"601.53","603.73","599.80","602.00","3,624,743"
06/05/2025,"600.53","601.88","593.93","595.98","5,142,627"
06/04/2025,"599.86","600.83","598.40","598.77","3,686,253"
06/03/2025,"595.21","599.97","594.77","598.93","3,773,798"
06/02/2025,"590.55","595.64","587.88","595.59","3,678,953"
05/30/2025,"591.74","593.98","586.05","592.15","5,930,229"
05/29/2025,"595.90","596.05","588.88","592.78","3,833,975"
05/28/2025,"594.44","595.64","589.83","590.44","5,337,389"
05/27/2025,"588.89","594.15","587.18","593.94","4,533,635"
05/23/2025,"578.71","584.56","578.31","582.00","6,303,558"
05/22/2025,"585.45","589.42","584.18","585.76","6,368,596"
05/21/2025,"591.24","595.42","584.60","585.67","7,124,205"
05/20/2025,"595.98","596.88","592.44","595.57","21,340,949"
05/19/2025,"590.98","598.41","590.91","597.79","4,753,523"
05/16/2025,"594.11","597.35","592.14","597.04","3,596,536"
05/15/2025,"588.36","593.80","587.94","593.18","3,084,071"
05/14/2025,"590.67","591.77","588.37","590.28","6,298,070"
05/13/2025,"586.25","591.88","585.69","589.94","7,068,536"
05/12/2025,"584.27","585.78","579.80","585.71","5,095,692"
05/09/2025,"569.19","570.12","565.48","566.89","2,782,004"
05/08/2025,"567.91","573.03","564.44","567.33","5,915,451"
05/07/2025,"562.81","566.46","558.69","563.77","4,837,819"
05/06/2025,"560.60","566.00","559.39","561.54","4,470,465"
05/05/2025,"565.29","569.34","564.41","566.17","3,190,198"
05/02/2025,"567.37","571.06","565.26","569.34","3,569,763"
05/01/2025,"563.02","566.72","560.53","561.11","5,403,029"
04/30/2025,"550.13","559.07","544.10","557.96","8,939,244"
04/29/2025,"551.53","558.02","551.18","556.95","2,676,571"
04/28/2025,"554.01","556.07","547.61","553.43","5,443,416"
04/25/2025,"549.21","553.62","546.28","553.19","3,717,978"
04/24/2025,"539.18","549.89","537.97","549.22","6,139,998"
04/23/2025,"542.96","547.84","536.37","537.85","6,854,693"
04/22/2025,"522.54","531.76","521.59","529.38","6,635,146"
04/21/2025,"523.65","524.06","510.83","516.38","4,588,575"
04/17/2025,"530.04","533.64","526.36","528.67","4,320,740"
04/16/2025,"534.13","537.55","522.74","528.14","6,763,371"
04/15/2025,"542.16","545.69","539.31","540.19","4,528,658"
04/14/2025,"546.62","546.84","536.44","541.52","5,791,309"
04/11/2025,"525.37","538.93","522.50","536.98","11,196,060"
04/10/2025,"534.68","535.93","511.93","527.06","10,186,440"
04/09/2025,"495.65","548.83","495.34","546.25","21,339,010"
04/08/2025,"524.29","527.39","491.49","498.80","12,062,490"
04/07/2025,"491.41","525.56","484.00","506.38","29,219,939"
04/04/2025,"526.12","528.25","507.42","507.61","17,517,061"
04/03/2025,"547.61","550.47","539.42","540.07","12,111,300"
04/02/2025,"557.63","570.04","557.39","567.20","3,745,501"
04/01/2025,"560.02","565.49","556.27","563.78","4,466,652"
03/31/2025,"552.34","563.31","549.40","561.90","6,451,226"
03/28/2025,"568.11","568.88","557.69","558.12","7,466,375"
03/27/2025,"569.84","573.53","567.66","569.62","3,680,224"
03/26/2025,"577.91","578.86","569.85","571.42","3,442,420"
03/25/2025,"577.98","579.09","576.39","577.96","3,640,898"
03/24/2025,"573.49","577.80","572.90","576.72","19,735,430"
03/21/2025,"561.86","567.50","560.65","566.58","7,306,548"
03/20/2025,"564.20","571.48","563.58","566.74","7,660,862"
03/19/2025,"563.70","571.82","562.56","568.01","16,095,680"
03/18/2025,"565.78","565.93","559.96","561.93","18,534,670"
03/17/2025,"565.41","572.44","565.09","569.61","11,698,420"
03/14/2025,"558.69","566.53","554.07","565.56","9,823,241"
03/13/2025,"561.13","561.65","552.28","554.06","26,587,850"
03/12/2025,"564.82","565.75","556.30","561.48","11,461,430"
03/11/2025,"561.99","565.48","554.64","558.64","13,308,890"
03/10/2025,"570.29","572.22","558.25","563.44","7,935,595"
03/07/2025,"573.63","580.12","568.40","578.51","6,534,114"
03/06/2025,"578.25","582.88","572.87","575.54","5,006,506"
03/05/2025,"579.43","587.65","575.83","586.06","6,225,886"
03/04/2025,"582.46","588.16","574.93","579.71","5,683,394"
03/03/2025,"599.08","600.20","582.69","586.79","6,730,126"
02/28/2025,"588.41","597.66","585.30","597.04","5,788,196"
02/27/2025,"599.75","600.88","587.41","587.78","8,190,495"
02/26/2025,"598.81","602.44","594.77","597.28","4,111,788"
02/25/2025,"600.04","600.77","592.44","597.08","4,592,094"
02/24/2025,"604.91","605.90","599.42","600.00","5,666,949"
02/21/2025,"613.14","613.22","602.41","602.87","3,615,061"
02/20/2025,"614.53","614.64","609.97","613.46","2,625,878"
02/19/2025,"613.09","616.22","612.55","615.85","3,210,849"
02/18/2025,"613.86","614.48","611.36","614.48","3,723,628"
02/14/2025,"612.92","613.93","612.04","612.68","2,797,433"
02/13/2025,"607.41","612.91","606.15","612.67","3,370,355"
02/12/2025,"602.11","607.46","601.51","606.21","4,839,178"
02/11/2025,"605.47","608.76","605.38","608.23","3,962,743"
02/10/2025,"606.98","608.41","605.72","607.75","2,091,847"
02/07/2025,"609.84","611.09","602.99","603.80","4,828,377"
02/06/2025,"608.90","609.40","605.61","609.40","5,303,628"
02/05/2025,"603.55","607.29","601.50","607.17","2,787,578"
02/04/2025,"600.67","605.18","600.19","604.69","3,340,849"
02/03/2025,"595.58","603.14","593.34","600.68","4,540,165"
01/31/2025,"610.44","612.90","603.96","604.66","5,419,178"
01/30/2025,"606.92","609.50","603.63","607.94","2,901,056"
01/29/2025,"606.61","607.03","602.15","604.91","5,827,797"
01/28/2025,"603.53","608.29","600.15","607.49","5,644,506"
01/27/2025,"597.67","602.53","597.52","602.37","4,649,823"
01/24/2025,"612.75","613.79","609.76","610.89","4,319,585"
01/23/2025,"608.77","612.70","608.45","612.70","4,935,856"
01/22/2025,"608.90","610.74","608.36","609.30","3,865,342"
01/21/2025,"603.61","605.96","601.60","605.70","7,109,832"
01/17/2025,"599.76","602.23","598.51","600.26","4,003,114"
01/16/2025,"597.03","597.20","593.82","594.62","4,562,751"
01/15/2025,"593.18","596.78","584.99","595.63","5,156,279"
01/14/2025,"587.14","587.74","581.17","584.99","4,063,191"
01/13/2025,"578.51","584.51","578.00","584.18","3,658,842"
01/10/2025,"588.69","588.69","581.33","583.33","5,881,219"
01/08/2025,"591.49","593.37","587.98","592.19","5,303,627"
01/07/2025,"600.29","600.57","589.60","591.57","3,810,686"
01/06/2025,"599.15","602.56","596.43","598.30","4,188,046"
01/03/2025,"590.34","595.43","589.27","594.61","5,868,672"
01/02/2025,"592.17","593.91","583.33","587.45","9,403,079"
12/31/2024,"592.74","593.42","587.25","588.68","7,228,807"
12/30/2024,"590.78","594.57","587.24","590.98","3,730,593"
12/27/2024,"600.37","600.57","593.61","597.53","7,034,623"
12/26/2024,"602.33","605.34","601.00","604.07","10,376,960"
12/24/2024,"598.89","604.36","598.31","604.36","2,365,681"
12/23/2024,"593.68","598.14","590.48","597.64","16,542,270"
12/20/2024,"584.53","598.57","583.67","593.33","16,783,260"
12/19/2024,"592.26","593.80","586.73","586.83","19,020,740"
12/18/2024,"604.86","607.31","586.69","587.26","33,342,531"
12/17/2024,"605.07","606.05","603.76","605.05","20,235,930"
12/16/2024,"609.01","610.84","608.30","609.83","23,494,311"
12/13/2024,"609.44","610.15","605.83","607.24","9,729,091"
12/12/2024,"609.63","610.17","607.35","607.35","5,830,787"
12/11/2024,"608.80","611.48","608.51","610.59","4,892,064"
12/10/2024,"608.39","608.72","605.16","605.92","4,489,053"
12/09/2024,"610.75","610.85","607.09","607.68","2,973,765"
12/06/2024,"610.47","612.09","610.05","610.83","4,985,992"
12/05/2024,"610.65","611.54","609.41","609.73","3,118,962"
12/04/2024,"608.68","610.92","608.00","610.70","7,524,469"
12/03/2024,"606.41","607.22","605.38","606.96","4,839,869"
12/02/2024,"605.97","607.30","605.48","606.71","6,048,750"
11/29/2024,"602.63","606.32","602.38","605.07","3,132,739"
11/27/2024,"603.47","603.79","600.26","601.82","4,669,369"
11/26/2024,"601.75","604.28","601.03","603.76","4,413,249"
11/25/2024,"602.47","603.77","598.15","600.22","4,637,907"
11/22/2024,"596.64","599.08","596.15","598.45","3,302,826"
11/21/2024,"596.36","598.02","590.32","596.48","4,175,410"
11/20/2024,"593.23","593.67","587.50","593.44","4,696,858"
11/19/2024,"587.63","593.96","586.99","593.17","3,747,691"
11/18/2024,"589.09","592.38","588.21","591.11","5,778,266"
11/15/2024,"592.62","593.06","586.75","588.66","5,426,600"
11/14/2024,"600.26","600.75","595.63","596.23","2,687,703"
11/13/2024,"600.29","602.16","597.93","600.20","3,593,040"
11/12/2024,"601.62","602.22","597.35","599.75","6,450,048"
11/11/2024,"602.80","603.09","599.95","601.59","3,995,596"
11/08/2024,"599.12","602.56","599.12","601.13","5,485,657"
11/07/2024,"596.01","599.54","595.92","598.51","3,892,773"
11/06/2024,"592.08","594.80","588.30","593.88","5,260,463"
11/05/2024,"573.57","579.53","573.36","579.49","2,988,684"
11/04/2024,"573.94","575.26","570.64","572.57","3,495,954"
11/01/2024,"574.03","578.31","573.39","573.72","3,188,843"
10/31/2024,"578.34","578.42","571.18","571.24","8,318,741"
10/30/2024,"584.11","586.14","582.16","582.67","3,831,039"
10/29/2024,"582.67","585.71","581.27","584.55","3,912,738"
10/28/2024,"585.41","585.44","583.36","583.65","3,635,622"
10/25/2024,"584.38","587.30","580.91","581.90","3,781,949"
10/24/2024,"582.83","582.83","579.41","582.03","4,080,552"
10/23/2024,"584.03","584.48","577.23","580.79","2,912,008"
10/22/2024,"583.86","587.29","583.29","586.13","2,640,935"
10/21/2024,"586.67","587.68","583.44","586.59","3,512,823"
10/18/2024,"586.90","588.22","585.45","587.46","4,120,417"
10/17/2024,"588.79","588.93","584.98","585.25","2,730,986"
10/16/2024,"582.59","585.64","581.77","585.08","1,842,520"
10/15/2024,"587.46","587.67","581.41","582.49","3,872,018"
10/14/2024,"584.03","588.05","583.68","587.15","1,679,322"
10/11/2024,"578.82","583.09","578.72","582.35","2,591,668"
10/10/2024,"578.53","580.33","577.27","578.83","2,197,643"
10/09/2024,"575.94","580.47","575.33","579.85","2,048,778"
10/08/2024,"573.11","576.50","572.26","575.94","2,307,895"
10/07/2024,"574.03","574.58","569.33","570.53","2,664,335"
10/04/2024,"575.13","576.12","570.92","575.69","2,433,951"
10/03/2024,"570.13","572.52","568.23","570.51","2,553,757"
10/02/2024,"570.45","572.62","567.97","571.60","4,400,382"
10/01/2024,"576.14","576.21","568.76","571.37","5,475,724"
09/30/2024,"573.19","577.19","570.88","576.82","6,099,469"
09/27/2024,"576.15","576.92","573.15","574.07","7,128,850"
09/26/2024,"577.19","577.47","572.63","575.11","8,915,337"
09/25/2024,"573.88","574.65","571.69","572.66","31,448,289"
09/24/2024,"575.45","576.35","572.61","576.25","7,325,965"
09/23/2024,"574.31","575.28","573.07","574.58","31,440,711"
09/20/2024,"572.78","574.21","570.11","572.99","8,763,753"
09/19/2024,"574.22","576.10","571.32","574.19","3,623,524"
09/18/2024,"566.89","571.84","563.95","564.51","5,198,332"
09/17/2024,"568.26","569.69","563.97","566.20","3,725,772"
09/16/2024,"564.87","566.26","563.03","565.99","2,453,760"
09/13/2024,"562.78","566.16","562.56","565.05","3,953,042"
09/12/2024,"558.04","562.44","555.86","562.17","3,481,123"
09/11/2024,"551.70","558.41","542.91","557.45","4,691,965"
09/10/2024,"551.39","552.16","546.42","551.50","5,964,584"
